Position,Track Name,Artist,Streams,date,region,spotify_id
119,People You Know,Selena Gomez,6255954,2020-01-10--2020-01-17,global,63mdJr3NMY3wReOkNE6c6W
120,Never Seen the Rain,Tones And I,6234795,2020-01-10--2020-01-17,global,2grAr8pWMuLWn8ZYEE9wDV
121,Liar,Camila Cabello,6218199,2020-01-10--2020-01-17,global,073ILU1C3APNRGF66VhtyA
122,Dancing With A Stranger (with Normani),Sam Smith,6216837,2020-01-10--2020-01-17,global,6Qs4SXO9dwPj5GKvVOv8Ki
123,Soltera - Remix,Lunay,6193399,2020-01-10--2020-01-17,global,4t9a07PAghtQMRAIP9FQ7Z
124,No Guidance (feat. Drake),Chris Brown,6174749,2020-01-10--2020-01-17,global,6XHVuErjQ4XNm6nDPVCxVX
125,SAD!,XXXTENTACION,6152438,2020-01-10--2020-01-17,global,3ee8Jmje8o58CHK66QrVC2
126,Suge,DaBaby,6010709,2020-01-10--2020-01-17,global,2gwkD6igEhQbDQegRCcdoB
127,Girls Like You (feat. Cardi B),Maroon 5,5944610,2020-01-10--2020-01-17,global,7fa9MBXhVfQ8P8Df9OEbD8
128,Perreo en La Luna,Rich Music LTD,5916091,2020-01-10--2020-01-17,global,0RDgqtvOHLwcI6yz9bjsZV
129,Eastside (with Halsey & Khalid),benny blanco,5887586,2020-01-10--2020-01-17,global,7FGq80cy8juXBCD2nrqdWU
130,"thank u, next",Ariana Grande,5877097,2020-01-10--2020-01-17,global,3e9HZxeyfWwjeyPAMmWSSQ
131,Higher Love,Kygo,5871908,2020-01-10--2020-01-17,global,6oJ6le65B3SEqPwMRNXWjY
132,Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,5867961,2020-01-10--2020-01-17,global,4ea9w8c4ROqiZpJVhfBA3m
133,bury a friend,Billie Eilish,5842677,2020-01-10--2020-01-17,global,4SSnFejRGlZikf02HLewEF
134,Up All Night,Khalid,5834918,2020-01-10--2020-01-17,global,1mpD5Q8IM32I4bF6eCpU74
135,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,5825008,2020-01-10--2020-01-17,global,6osaMSJh9NguagEDQcZaKx
136,Get You The Moon (feat. Snøw),Kina,5813916,2020-01-10--2020-01-17,global,4ZLzoOkj0MPWrTLvooIuaa
137,Can We Kiss Forever?,Kina,5804236,2020-01-10--2020-01-17,global,58wyJLv6yH1La9NIZPl3ne
138,Say You Won't Let Go,James Arthur,5800051,2020-01-10--2020-01-17,global,5uCax9HTNlzGybIStD3vDh
139,Infeliz,Arcangel,5789670,2020-01-10--2020-01-17,global,4z6wo6PJG4Fve45OXK6D9m
140,Better Now,Post Malone,5771266,2020-01-10--2020-01-17,global,7dt6x5M1jzdTEt8oCbisTK
141,223's (feat. 9lokknine),YNW Melly,5767744,2020-01-10--2020-01-17,global,29ZXwWOOLz9t5fa3eT3i7T
142,ocean eyes,Billie Eilish,5755265,2020-01-10--2020-01-17,global,2uIX8YMNjGMD7441kqyyNU
143,Nice To Meet Ya,Niall Horan,5730427,2020-01-10--2020-01-17,global,3cphb8kdsjElYR7r5icK3H
144,Into the Unknown,Idina Menzel,5705999,2020-01-10--2020-01-17,global,3Z0oQ8r78OUaHvGPiDBR3W
145,goosebumps,Travis Scott,5676540,2020-01-10--2020-01-17,global,6gBFPUFcJLzWGx4lenP6h2
146,Con Altura,ROSALÍA,5637439,2020-01-10--2020-01-17,global,2qG5sZ7Si6sdK74qLxedYM
147,Con Calma,Daddy Yankee,5636627,2020-01-10--2020-01-17,global,5w9c2J52mkdntKOmRLeM2m
148,Perfect,Ed Sheeran,5629094,2020-01-10--2020-01-17,global,0tgVpDi06FyKpA1z0VMD4v
149,High Hopes,Panic! At The Disco,5628452,2020-01-10--2020-01-17,global,1rqqCSm0Qe4I9rUvWncaom
150,"All I Want - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,5572037,2020-01-10--2020-01-17,global,4Yxc55NX3tAXC2mHRAhtcW
151,Turn Me On (feat. Vula),Riton,5569183,2020-01-10--2020-01-17,global,0qaWEvPkts34WF68r8Dzx9
152,Que Calor (with J Balvin & El Alfa),Major Lazer,5537885,2020-01-10--2020-01-17,global,1G2CAJeP7rCwOZjlSJ0Zw3
153,Jocelyn Flores,XXXTENTACION,5531390,2020-01-10--2020-01-17,global,7m9OqQk4RVRkw9JJdeAw96
154,Maniac,Conan Gray,5472453,2020-01-10--2020-01-17,global,7hpJ9tATWb2vztlq99hERP
155,Only Human,Jonas Brothers,5456016,2020-01-10--2020-01-17,global,0DiDStADDVh3SvAsoJAFMk
156,GOODMORNINGTOKYO!,TOKYO’S REVENGE,5427652,2020-01-10--2020-01-17,global,0Q2n5yzl2XRqYbV77tZNYp
157,QUE PRETENDES,J Balvin,5420481,2020-01-10--2020-01-17,global,25ZAibhr3bdlMCLmubZDVt
158,Pa' Olvidarme De Ella,Piso 21,5391335,2020-01-10--2020-01-17,global,1cVlW9WQiGlFdWUXFdFZGh
159,3 Nights,Dominic Fike,5377533,2020-01-10--2020-01-17,global,0uI7yAKUf52Cn7y3sYyjiX
160,If I Can't Have You,Shawn Mendes,5359440,2020-01-10--2020-01-17,global,2bT1PH7Cw3J9p3t7nlXCdh
161,Let Me Get Me,Selena Gomez,5356671,2020-01-10--2020-01-17,global,0uFForNKQPvgSCnxlZIhQy
162,Otro Trago - Remix,Sech,5330762,2020-01-10--2020-01-17,global,4bTZeO72FwMa6wKOiqoynL
163,MIDDLE CHILD,J. Cole,5324932,2020-01-10--2020-01-17,global,2JvzF1RMd7lE3KmFlsyZD8
164,Youngblood,5 Seconds of Summer,5311732,2020-01-10--2020-01-17,global,2iUXsYOEPhVqEBwsqP70rE
165,Panini,Lil Nas X,5295070,2020-01-10--2020-01-17,global,1000nHvUdawXuUHgBod4Wv
166,A Sweeter Place (feat. Kid Cudi),Selena Gomez,5291134,2020-01-10--2020-01-17,global,4bb94wZVF1cX66vQjNeJTX
167,Be Alright,Dean Lewis,5280157,2020-01-10--2020-01-17,global,5qrSlOut2rNAWv3ubArkNy
168,Talk (feat. Disclosure),Khalid,5279861,2020-01-10--2020-01-17,global,6TqXcAFInzjp0bODyvrWEq
169,Moonlight,XXXTENTACION,5270708,2020-01-10--2020-01-17,global,0JP9xo3adEtGSdUEISiszL
170,Stuck In A Dream (feat. Gunna),Lil Mosey,5258047,2020-01-10--2020-01-17,global,7iHHxY2NLlJRAmlAmC4ahQ
171,The London (feat. J. Cole & Travis Scott),Young Thug,5256660,2020-01-10--2020-01-17,global,3s4mrPrEFFPF0LmAfutW0n
172,I Like Me Better,Lauv,5248691,2020-01-10--2020-01-17,global,2P91MQbaiQOfbiz9VqhqKQ
173,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,5199618,2020-01-10--2020-01-17,global,7CZyCXKG6d5ALeq41sLzbw
174,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix",Justin Quiles,5163953,2020-01-10--2020-01-17,global,1ndyl3wJCFs872XZ3ztPk6
175,Takeaway,The Chainsmokers,5155938,2020-01-10--2020-01-17,global,3g0mEQx3NTanacLseoP0Gw
176,Tip Toe (feat. A Boogie Wit da Hoodie),Roddy Ricch,5150724,2020-01-10--2020-01-17,global,6ztvsy3C6hPjVg9j4x1XKJ
177,Legends,Juice WRLD,5137198,2020-01-10--2020-01-17,global,1Knctxx9vGZxpZfF66BIEa
178,Let Me Down Slowly,Alec Benjamin,5132730,2020-01-10--2020-01-17,global,2qxmye6gAegTMjLKEBoR3d
179,Graveyard,Halsey,5125113,2020-01-10--2020-01-17,global,6V9fHiv84WlVTg7CSnIVY2
180,All of Me,John Legend,5102437,2020-01-10--2020-01-17,global,3U4isOIWM3VvDubwSI3y7a
181,I.F.L.Y.,Bazzi,5093194,2020-01-10--2020-01-17,global,4a6q8CR2hzLk2plDkSxkfD
182,Start Wit Me (feat. Gunna),Roddy Ricch,5085706,2020-01-10--2020-01-17,global,7A20WnLkjtZU2d7hIB6Ziu
183,SLOW DANCING IN THE DARK,Joji,5043408,2020-01-10--2020-01-17,global,0rKtyWc8bvkriBthvHKY8d
184,11 PM,Maluma,5024709,2020-01-10--2020-01-17,global,7KbF6AdprOXEEHlsq11Z6d
185,SENTADÃO,Pedro Sampaio,4997602,2020-01-10--2020-01-17,global,4lKuzrdZrJuCAedbIslF3A
186,You Need To Calm Down,Taylor Swift,4982203,2020-01-10--2020-01-17,global,6RRNNciQGZEXnqk8SQ9yv5
187,Diamonds (with Normani),Megan Thee Stallion,4981484,2020-01-10--2020-01-17,global,0PQsrLxPbOBBwwmXCnGvcF
188,God's Plan,Drake,4978424,2020-01-10--2020-01-17,global,6DCZcSspjsKoFjzjrWoCdn
189,all the good girls go to hell,Billie Eilish,4974632,2020-01-10--2020-01-17,global,6IRdLKIyS4p7XNiP8r6rsx
190,Don't Call Me Up,Mabel,4931458,2020-01-10--2020-01-17,global,5WHTFyqSii0lmT9R21abT8
191,Death,Trippie Redd,4929396,2020-01-10--2020-01-17,global,3Kd6Wp3lG5HXMB2dlvuy7y
192,Closer,The Chainsmokers,4906807,2020-01-10--2020-01-17,global,7BKLCZ1jbUBVqRi2FVlTVw
193,Going Bad (feat. Drake),Meek Mill,4896370,2020-01-10--2020-01-17,global,2IRZnDFmlqMuOrYOLnZZyc
194,Calma - Remix,Pedro Capó,4879713,2020-01-10--2020-01-17,global,5iwz1NiezX7WWjnCgY5TH4
195,Cut You Off,Selena Gomez,4874380,2020-01-10--2020-01-17,global,4OtHGdb0KqEbaWb6edUnR9
196,Kinda Crazy,Selena Gomez,4866777,2020-01-10--2020-01-17,global,59iGOjPSOcPLGl3vqEStUp
197,Something Just Like This,The Chainsmokers,4866278,2020-01-10--2020-01-17,global,6RUKPb4LETWmmr3iAEQktW
198,Thunder,Imagine Dragons,4834289,2020-01-10--2020-01-17,global,1zB4vmk8tFRmM9UULNzbLB
199,2002,Anne-Marie,4831644,2020-01-10--2020-01-17,global,2BgEsaKNfHUdlh97KmvFyo
200,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",DJ Snake,4816702,2020-01-10--2020-01-17,global,0KoiMHhqKLoL4xM54rcWYY
1,The Box,Roddy Ricch,3660104,2020-01-17--2020-01-24,gb,0nbXyq5TXYPCO7pr3N8S4I
2,Godzilla (feat. Juice WRLD),Eminem,3648513,2020-01-17--2020-01-24,gb,7FIWs0pqAYbP91WWM0vlTQ
3,Life Is Good (feat. Drake),Future,2885293,2020-01-17--2020-01-24,gb,5yY9lUy8nbvjM1Uyo1Uqoc
4,Dance Monkey,Tones And I,2874867,2020-01-17--2020-01-24,gb,1rgnBhdG2JDFTbYkYRZAku
5,Own It (feat. Ed Sheeran & Burna Boy),Stormzy,2705807,2020-01-17--2020-01-24,gb,4QPEwDdOMhY7rNS05mTyMR
6,ROXANNE,Arizona Zervas,2550467,2020-01-17--2020-01-24,gb,696DnlkuDOXcMAnKlTgXXK
7,Blinding Lights,The Weeknd,2380400,2020-01-17--2020-01-24,gb,0sf12qNH5qcw8qpgymFOqD
8,Before You Go,Lewis Capaldi,2332949,2020-01-17--2020-01-24,gb,2gMXnyrvIjhVBUZwvLZDMP
9,Ei8ht Mile (feat. Aitch),DigDat,2300117,2020-01-17--2020-01-24,gb,5hI4RRn6wXpEZJUhvkTUNV
10,Don't Start Now,Dua Lipa,2179862,2020-01-17--2020-01-24,gb,6WrI0LAC5M1Rw2MnX2ZvEg
11,Yummy,Justin Bieber,1972340,2020-01-17--2020-01-24,gb,41L3O37CECZt3N7ziG2z7l
12,Those Kinda Nights (feat. Ed Sheeran),Eminem,1933256,2020-01-17--2020-01-24,gb,0VSzREd1OjEWJ9tXoFHRQH
13,everything i wanted,Billie Eilish,1878810,2020-01-17--2020-01-24,gb,3ZCTVFBt2Brf31RLEnCkWJ
14,Someone You Loved,Lewis Capaldi,1785485,2020-01-17--2020-01-24,gb,7qEHsqek33rTcFNT9PFqLf
15,Adore You,Harry Styles,1765820,2020-01-17--2020-01-24,gb,3jjujdWJ72nww5eGnfs2E7
16,Lose Control,MEDUZA,1669051,2020-01-17--2020-01-24,gb,7CHi4DtfK4heMlQaudCuHK
17,Unaccommodating (feat. Young M.A),Eminem,1636283,2020-01-17--2020-01-24,gb,0q2vG0UVuy6ajjcpkQHdZM
18,Darkness,Eminem,1617719,2020-01-17--2020-01-24,gb,5SiZJoLXp3WOl3J4C8IK0d
19,Falling,Trevor Daniel,1610021,2020-01-17--2020-01-24,gb,4TnjEaWOeW0eKTKIEvJyCa
20,"You Gon’ Learn (feat. Royce Da 5'9"" & White Gold)",Eminem,1524810,2020-01-17--2020-01-24,gb,0GQ5bFTVFFKpwNPc7KwQnB
21,My Oh My (feat. DaBaby),Camila Cabello,1423338,2020-01-17--2020-01-24,gb,3yOlyBJuViE2YSGn3nVE1K
22,Lose You To Love Me,Selena Gomez,1361247,2020-01-17--2020-01-24,gb,4l0Mvzj72xxOpRrp6h8nHi
23,Ride It,Regard,1359668,2020-01-17--2020-01-24,gb,2tnVG71enUj33Ic2nFN6kZ
24,This Is Real (ft. Ella Henderson),Jax Jones,1349434,2020-01-17--2020-01-24,gb,1pRShUtGOG6ZP5fsnw9G4h
25,Bruises,Lewis Capaldi,1335002,2020-01-17--2020-01-24,gb,4Of7rzpRpV1mWRbhp5rAqG
26,In Too Deep,Eminem,1298300,2020-01-17--2020-01-24,gb,7Dj2wqPYXfSRFwa6qyOztr
27,Circles,Post Malone,1294613,2020-01-17--2020-01-24,gb,21jGcNKet2qwijlDFuPiPb
28,You should be sad,Halsey,1280256,2020-01-17--2020-01-24,gb,7lidXGPXPYLNThITAOTlkK
29,Leaving Heaven (feat. Skylar Grey),Eminem,1278916,2020-01-17--2020-01-24,gb,5CpsIb7SMFHjmAG8RvIWfq
30,Pump It Up,Endor,1241972,2020-01-17--2020-01-24,gb,0GiwV6v3AgJfdu59tj719Y
31,bad guy,Billie Eilish,1173872,2020-01-17--2020-01-24,gb,2Fxmhks0bxGSBdJ92vM42m
32,Don't Rush (feat. Headie One),Young T & Bugsey,1110687,2020-01-17--2020-01-24,gb,0PXukVbYpvz40KcEFKnIw7
33,hot girl bummer,blackbear,1105779,2020-01-17--2020-01-24,gb,7aiClxsDWFRQ0Kzk5KI5ku
34,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,1102329,2020-01-17--2020-01-24,gb,4vUmTMuQqjdnvlZmAH61Qk
35,Vossi Bop,Stormzy,1100207,2020-01-17--2020-01-24,gb,5DXKtoZLm31msT7tNGNHLG
36,Watermelon Sugar,Harry Styles,1098473,2020-01-17--2020-01-24,gb,6UelLqGlWMcVH1E5c4H7lY
37,Premonition - Intro,Eminem,1096000,2020-01-17--2020-01-24,gb,7ccTcabbJlCJiIqtrSSwBk
38,Still Disappointed,Stormzy,1072262,2020-01-17--2020-01-24,gb,78XK5PDIKWiDKcgiLl1x0o
39,Memories,Maroon 5,1067830,2020-01-17--2020-01-24,gb,2b8fOow8UzyDFAE27YhOZM
40,Good News,Mac Miller,1054464,2020-01-17--2020-01-24,gb,1DWZUa5Mzf2BwzpHtgbHPY
41,Me & You Together Song,The 1975,1054028,2020-01-17--2020-01-24,gb,4AQzk2yNWKs6sYhZi6NzVN
42,Gangsta,Darkoo,1053813,2020-01-17--2020-01-24,gb,0KzhyaVtr2v4J9GVdMgCk0
43,Stepdad,Eminem,1011080,2020-01-17--2020-01-24,gb,3QVHSV8YKYq4L8tI5rnFgj
44,Audacity (feat. Headie One),Stormzy,995180,2020-01-17--2020-01-24,gb,6Oq4fiDzKaFMU89dTvM24u
45,Rare,Selena Gomez,985142,2020-01-17--2020-01-24,gb,7HMmFQsKsljwTw8bS7lu19
46,Marsh,Eminem,972777,2020-01-17--2020-01-24,gb,34d7sGX6WUqq8f04e7CSNF
47,"Yah Yah (feat. Royce Da 5'9"", Black Thought, Q-Tip & Denaun)",Eminem,968088,2020-01-17--2020-01-24,gb,5mZXWEH2eh8zMZGCxT5aW0
48,Ladbroke Grove,AJ Tracey,963756,2020-01-17--2020-01-24,gb,7b4ky1LlQLFhXHmhZkFgqV
49,Lock It Up (feat. Anderson .Paak),Eminem,945417,2020-01-17--2020-01-24,gb,1qwMkkRiD5jqLeUUjfgblh
50,What A Man Gotta Do,Jonas Brothers,945362,2020-01-17--2020-01-24,gb,4wNIkl5XGiAACjFBlDWuSd
51,Location (feat. Burna Boy),Dave,940473,2020-01-17--2020-01-24,gb,3z4CGd63tpUn9a6oQSG0CI
52,Farewell,Eminem,939265,2020-01-17--2020-01-24,gb,74gykWHknHDrg4eMdcmdRq
53,Suicidal,YNW Melly,925179,2020-01-17--2020-01-24,gb,1iSqfoUFnQwV0QW1EfUit8
54,Lights Up,Harry Styles,918881,2020-01-17--2020-01-24,gb,4jAIqgrPjKLTY9Gbez25Qb
55,No Idea,Don Toliver,906690,2020-01-17--2020-01-24,gb,3VyjsVV24RmBIbWJAeUJNu
56,Never Love Again,Eminem,893967,2020-01-17--2020-01-24,gb,40YbWniIEmqy6s58fYXLUh
57,Lucid Dreams,Juice WRLD,878344,2020-01-17--2020-01-24,gb,285pBltuF7vW8TeWk8hdRR
58,SUGAR,BROCKHAMPTON,872712,2020-01-17--2020-01-24,gb,6U0FIYXCQ3TGrk4tFpLrEA
59,No Regrets (feat. Don Toliver),Eminem,868458,2020-01-17--2020-01-24,gb,1lO9CZo6eDrOy0S7khgryG
60,Alfred - Interlude,Eminem,857995,2020-01-17--2020-01-24,gb,4EmunTy7kNBYQivOa8F6b8
61,Hold Me While You Wait,Lewis Capaldi,856866,2020-01-17--2020-01-24,gb,60iSKGrGazRzICtMjADNSM
62,I Don't Care (with Justin Bieber),Ed Sheeran,851626,2020-01-17--2020-01-24,gb,0hVXuCcriWRGvwMV1r5Yn9
63,Little Engine,Eminem,845721,2020-01-17--2020-01-24,gb,4qNWEOMyexn7b8Icyk29t9
64,Netflix & Chill,Fredo,839107,2020-01-17--2020-01-24,gb,31m40qBxoj4iMSnQLkq8nP
65,Turn Me On (feat. Vula),Riton,838496,2020-01-17--2020-01-24,gb,0qaWEvPkts34WF68r8Dzx9
66,Señorita,Shawn Mendes,831770,2020-01-17--2020-01-24,gb,6v3KW9xbzN5yKLt9YKDYA2
67,Say So,Doja Cat,809076,2020-01-17--2020-01-24,gb,3Dv1eDb0MEgF93GpLXlucZ
68,Beautiful People (feat. Khalid),Ed Sheeran,808904,2020-01-17--2020-01-24,gb,70eFcWOvlMObDhURTqT4Fv
69,Must Be,J Hus,788759,2020-01-17--2020-01-24,gb,2n1oPHJVMPWJkjgHwVcksY
70,Strike a Pose (feat. Aitch),Young T & Bugsey,779828,2020-01-17--2020-01-24,gb,23GvTfcGK454ppLsts3W44
71,New Dior (feat. D-Block Europe),DigDat,776674,2020-01-17--2020-01-24,gb,5YIUAdjnj180Fkqwf0J5X0
72,HIGHEST IN THE ROOM,Travis Scott,766482,2020-01-17--2020-01-24,gb,3eekarcy7kvN4yt5ZFzltW
73,Lessons,Stormzy,747040,2020-01-17--2020-01-24,gb,5iVGN1Th2DqyWVNIBM8Vwk
74,"I Will (feat. KXNG Crooked, Royce Da 5'9"" & Joell Ortiz)",Eminem,742862,2020-01-17--2020-01-24,gb,3CJbxqRQ0JNCqboWDNUUeX
75,Heartless,The Weeknd,742718,2020-01-17--2020-01-24,gb,57vxBYXtHMk6H1aD29V7PU
76,Ballin' (with Roddy Ricch),Mustard,734287,2020-01-17--2020-01-24,gb,3QzAOrNlsabgbMwlZt7TAY
77,Roses - Imanbek Remix,SAINt JHN,722054,2020-01-17--2020-01-24,gb,24Yi9hE78yPEbZ4kxyoXAI
78,Black Swan,BTS,695854,2020-01-17--2020-01-24,gb,24NuEDgyRIljwSyY0lsr7b
79,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,693846,2020-01-17--2020-01-24,gb,0RiRZpuVRbi7oqRdSMwhQY
80,Nice To Meet Ya,Niall Horan,690324,2020-01-17--2020-01-24,gb,3cphb8kdsjElYR7r5icK3H
81,Better Half of Me,Tom Walker,687974,2020-01-17--2020-01-24,gb,4VPlKUSjC9HdZdUbFZ0Y5y
82,3 Nights,Dominic Fike,686207,2020-01-17--2020-01-24,gb,0uI7yAKUf52Cn7y3sYyjiX
83,Professor X,Dave,679992,2020-01-17--2020-01-24,gb,5wfyoR8XOkw45QRtFOoxyi
84,Higher Love,Kygo,679295,2020-01-17--2020-01-24,gb,6oJ6le65B3SEqPwMRNXWjY
85,Break My Stride,Matthew Wilder,675477,2020-01-17--2020-01-24,gb,1mCsF9Tw4AkIZOjvZbZZdT
86,Mr. Brightside,The Killers,667149,2020-01-17--2020-01-24,gb,7d8GetOsjbxYnlo6Y9e5Kw
87,Eleven,Khalid,661739,2020-01-17--2020-01-24,gb,1ToprX3cpBiXoAe5eNSk74
88,when the party's over,Billie Eilish,661535,2020-01-17--2020-01-24,gb,43zdsphuZLzwA9k4DJhU0I
89,Taste (Make It Shake),Aitch,652093,2020-01-17--2020-01-24,gb,1xPpYbCaJWonL7IFXPDjON
90,Ransom,Lil Tecca,650539,2020-01-17--2020-01-24,gb,1lOe9qE0vR9zwWQAOk6CoO
91,BOP,DaBaby,645817,2020-01-17--2020-01-24,gb,6Ozh9Ok6h4Oi1wUSLtBseN
92,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,642746,2020-01-17--2020-01-24,gb,07Oz5StQ7GRoygNLaXs2pd
93,Buss Down (feat. ZieZie),Aitch,640461,2020-01-17--2020-01-24,gb,584UC3Qpm8SbYd7aRWKREu
94,Sorry,Joel Corry,636005,2020-01-17--2020-01-24,gb,6y1UtRcHQU07aUs3oxZ8Yn
95,Crown,Stormzy,633387,2020-01-17--2020-01-24,gb,4CEGyF5A5u5BjweVvkgCsn
96,Blue World,Mac Miller,622739,2020-01-17--2020-01-24,gb,2hwOoMtWPtTSSn6WHV7Vp5
97,High Fashion (feat. Mustard),Roddy Ricch,611886,2020-01-17--2020-01-24,gb,07KXEDMj78x68D884wgVEm
98,Bandit (with YoungBoy Never Broke Again),Juice WRLD,607282,2020-01-17--2020-01-24,gb,6Gg1gjgKi2AK4e0qzsR7sd
99,We Got Love,Sigala,603335,2020-01-17--2020-01-24,gb,35mMXfym6C9VOTUVrcKKZp
100,LOYAL (feat. Drake),PARTYNEXTDOOR,602866,2020-01-17--2020-01-24,gb,5bvnqVuq7UFl0txSlHpsfS
101,If the World Was Ending - feat. Julia Michaels,JP Saxe,599573,2020-01-17--2020-01-24,gb,2kJwzbxV2ppxnQoYw4GLBZ
102,Piece Of Your Heart,MEDUZA,592379,2020-01-17--2020-01-24,gb,1DFD5Fotzgn6yYXkYsKiGs
103,Savage,MIST,583197,2020-01-17--2020-01-24,gb,4MYPhAqmZxyBMBFknBhZHl
104,July,Noah Cyrus,579954,2020-01-17--2020-01-24,gb,5a6pdCHlWS2ekOOQ70QnAr
105,Take Me Back to London (feat. Stormzy),Ed Sheeran,576890,2020-01-17--2020-01-24,gb,1AI7UPw3fgwAFkvAlZWhE0
106,Circles,Mac Miller,566062,2020-01-17--2020-01-24,gb,4jXl6VtkFFKIt3ycUQc5LT
107,So High (feat. Fredo),MIST,560703,2020-01-17--2020-01-24,gb,5aubXDnDNVKA5pS7EnR0mp
108,"Down Like That (feat. Rick Ross, Lil Baby & S-X)",KSI,558268,2020-01-17--2020-01-24,gb,4etKC4ngPKsQDHUMnYgV3A
109,Grace,Lewis Capaldi,556711,2020-01-17--2020-01-24,gb,0pEkK8MqbmGSX7fT8WLMbR
110,Falling,Harry Styles,554987,2020-01-17--2020-01-24,gb,1ZMiCix7XSAbfAJlEZWMCp
111,lovely (with Khalid),Billie Eilish,547575,2020-01-17--2020-01-24,gb,0u2P5u6lvoDfwTYjAADbn4
112,Shotgun,George Ezra,543043,2020-01-17--2020-01-24,gb,4ofwffwvvnbSkrMSCKQDaC
113,Be Honest,Jorja Smith,540651,2020-01-17--2020-01-24,gb,3IWs9dAwTqN0EFhOIcBDfs
114,Shallow,Lady Gaga,535289,2020-01-17--2020-01-24,gb,2VxeLyX666F8uXCJ0dZF8B
115,ocean eyes,Billie Eilish,533981,2020-01-17--2020-01-24,gb,2uIX8YMNjGMD7441kqyyNU
116,Better Off Without You (feat. Shift K3Y),Becky Hill,531332,2020-01-17--2020-01-24,gb,3oIVK7arAFuUOCGafPLxSC
117,Don't Call Me Up,Mabel,529805,2020-01-17--2020-01-24,gb,5WHTFyqSii0lmT9R21abT8
118,Keisha & Becky - Remix,Russ Millions,527656,2020-01-17--2020-01-24,gb,5wIjM4q7oIgiLqn8Qfoyxh
119,Outnumbered,Dermot Kennedy,524205,2020-01-17--2020-01-24,gb,4Ta3PhWmY50ZLU1uhKFKPE
120,Options,NSG,520013,2020-01-17--2020-01-24,gb,2cytBOLpwFRX7J9URCrFIe
121,Wiley Flow,Stormzy,517596,2020-01-17--2020-01-24,gb,5Rbj8akony3l0NNM5TjH1F
122,French Kisses (feat. Aitch),ZieZie,514017,2020-01-17--2020-01-24,gb,2jTBEuS8P9ZqVos9zecRzl
123,One Night (feat. Raphaella),MK,513255,2020-01-17--2020-01-24,gb,4QUA94c3ycZm8dnpPih4sf
124,Thiago Silva,Dave,503460,2020-01-17--2020-01-24,gb,3DKCTIiJ97bS9TGiqcABjo
125,Sweet but Psycho,Ava Max,498666,2020-01-17--2020-01-24,gb,25sgk305KZfyuqVBQIahim
126,Into the Unknown,Idina Menzel,495888,2020-01-17--2020-01-24,gb,3Z0oQ8r78OUaHvGPiDBR3W
127,8 Style II,DigDat,493671,2020-01-17--2020-01-24,gb,2QjFPBIRReOy41tyjhG3oV
128,Wow.,Post Malone,488530,2020-01-17--2020-01-24,gb,7xQAfvXzm3AkraOtGPWIZg
129,Both,Headie One,488006,2020-01-17--2020-01-24,gb,0SxjNrhMwarsbcgEy0pavJ
130,Old Town Road - Remix,Lil Nas X,486268,2020-01-17--2020-01-24,gb,2YpeDb67231RjR0MgVLzsG
131,Post Malone (feat. RANI),Sam Feldt,485491,2020-01-17--2020-01-24,gb,36orMWv2PgvnzXsd5CJ0yL
132,No Guidance (feat. Drake),Chris Brown,479527,2020-01-17--2020-01-24,gb,6XHVuErjQ4XNm6nDPVCxVX
133,God Is A Dancer (with Mabel),Tiësto,474529,2020-01-17--2020-01-24,gb,6fenHIxXuuzKB55wY4WCHP
134,Eastside (with Halsey & Khalid),benny blanco,469846,2020-01-17--2020-01-24,gb,7FGq80cy8juXBCD2nrqdWU
135,Alfred - Outro,Eminem,469507,2020-01-17--2020-01-24,gb,1WAwILvz37MkmZfmGnEXfg
136,How Do You Sleep?,Sam Smith,468787,2020-01-17--2020-01-24,gb,6b2RcmUt1g9N9mQ3CbjX2Y
137,Cause A Commotion (feat. Skip Marley),Bugzy Malone,468141,2020-01-17--2020-01-24,gb,3vYY0BG9V1odj5gcpizYBD
138,Happier,Marshmello,467399,2020-01-17--2020-01-24,gb,2dpaYNEQHiRxtZbfNsse99
139,7 rings,Ariana Grande,466536,2020-01-17--2020-01-24,gb,6ocbgoVGwYJhOv1GgI9NsF
140,Robbery,Juice WRLD,466331,2020-01-17--2020-01-24,gb,6Hj9jySrnFppAI0sEMCZpJ
141,Without Me,Halsey,465286,2020-01-17--2020-01-24,gb,6FZDfxM3a3UCqtzo5pxSLZ
142,Money In The Grave (Drake ft. Rick Ross),Drake,463011,2020-01-17--2020-01-24,gb,5ry2OE6R2zPQFDO85XkgRb
143,Truth Hurts,Lizzo,461209,2020-01-17--2020-01-24,gb,5qmq61DAAOUaW8AUo8xKhh
144,No Cellular Site,D-Block Europe,459521,2020-01-17--2020-01-24,gb,5A5HUdwGAlJLC9vg5Dyhio
145,Home P*ssy,D-Block Europe,452676,2020-01-17--2020-01-24,gb,0m0F4N1H65Pvb9FMnISgB2
